name,description,paralog
deaD~~~cshA_2~~~cshA_1~~~~~~cshA_3,ATP-dependent RNA helicaseCold-shock DEAD box protein AATP-dependent RNA helicase SrmBCarbonic anhydraseATP-dependent DNA helicase RecQHelicase conserved C-terminal domain,1
ydaF_4~~~rimL~~~ydaF_2~~~ydaF_1~~~ydaF_5~~~ydaF_3,acetyltransferase gnat family proteinPutative ribosomal N-acetyltransferase YdaFspermidine N1-acetyltransferasePredicted acetyltransferaseAcetyltransferase (GNAT) family,1
hexB_2~~~hexB_1~~~hexB,DNA mismatch repair protein hexBDNA mismatch repair protein mutLDNA mismatch repair proteinDNA mismatch repair enzyme (predicted ATPase)MutL C terminal dimerisation domain,1
group_1666,phage terminase small subunitTerminase small subunit,1
group_129,permease of the major facilitator superfamilyH+ Antiporter proteinMajor Facilitator Superfamily,1
group_1409,acetyltransferaseputative acetyltransferase YhhYpseudaminic acid biosynthesis N-acetyl transferaseAcetyltransferase (GNAT) family,1
wchK,ss-14-galactosyltransferaseGlycosyltransferase family 28 C-terminal domain,0
speE_2~~~~~~speE_1~~~speE,spermidine synthasespermidine synthaseSpermidine synthasespermidine synthaseSpermine/spermidine synthase,1
group_2324,Tn5252 Orf26Type IV secretory pathway VirB4 componentstype-IV secretion system protein TraCAAA-like domain,0
group_1428,lysophospholipase l1-like esteraseGDSL-like Lipase/Acylhydrolase,0
group_1606,radical SAM superfamily proteinpyrroloquinoline quinone biosynthesis protein PqqEPredicted metal-binding proteinputative heme d1 biosynthesis radical SAM protein NirJ2Radical SAM superfamily,0
group_1730,Capsid proteinphage major capsid protein HK97 familyPhage capsid family,0
trpE_1,anthranilate synthase component Ianthranilate synthase component Ianthranilate synthase component IAnthranilate synthase component I N terminal region,0
group_4958,putative CAAX amino terminal proteaseCAAX amino terminal protease self- immunity,0
group_2219,Tn5253 hypothetical protein,1
group_701,excreted peptide,1
group_5028,3-ketoacyl-ACP reductase,0
group_366,transposaseTransposase and inactivated derivatives,1
IS861truncation_1~~~IS861truncation_2,transposase,1
adhE_1~~~adhE,NAD-dependent aldehyde dehydrogenaseAldehyde-alcohol dehydrogenasebifunctional acetaldehyde-CoA/alcohol dehydrogenaseGlycerol dehydrogenase and related enzymeslactaldehyde reductaseIron-containing alcohol dehydrogenase,1
msbA_3~~~msbA_1~~~msbA_4~~~msbA_2,ABC transporter ATP-binding protein/permease,1
group_2680,IS1239 transposase putativeTransposase and inactivated derivatives IS30 family,1
yhbU_2~~~~~~yhbU_3~~~yhbU_4~~~ybhF_2~~~ssuB~~~yhbU_1,multidrug ABC transporter ATPaseUncharacterized ABC transporter ATP-binding protein HI_1252putative ABC transporter ATP-binding proteinABC-type uncharacterized transport system ATPase componentATP-binding cassette protein ChvD family,1
group_3095,hypothetical protein,0
pheS_2~~~pheS_1~~~pheS,transposase orfA ISSmu1,1
tagE_1~~~~~~glgA_2,capsular polysaccharide biosynthesis protein Cps4HCapsular glucan synthaseUDP-D-galactose:(glucosyl)lipopolysaccharide-16-D-galactosyltransferaseGlycogen synthasesugar transferase PEP-CTERM/EpsH1 system associatedGlycosyl transferases group 1,0
group_1533,acetyltransferase,1
sipA,SipA proteinSignal peptidase IBsignal peptidase IType IV secretory pathway protease TraFsignal peptidase IPeptidase S26,0
aguA_1~~~aguA,agmatine deiminasePutative agmatine deiminaseagmatine deiminasePeptidylarginine deiminase and related enzymesagmatine deiminasePorphyromonas-type peptidyl-arginine deiminase,1
group_2394,hypothetical protein,0
group_3904,HIT family proteinHIT domain,0
group_1230,hypothetical protein,0
ybhF~~~glnQ_4~~~lptB_2~~~artM_6~~~glnQ_2,ABC transporter ATP-binding proteinUncharacterized ABC transporter ATP-binding protein YbhFnodulation factor exporter subunit NodIABC-type Na+ transport system ATPase componentdaunorubicin resistance ABC transporter ATP-binding protein,0
group_3129,rhamnosyl transferase Cps6bSputative glycosyl transferasepoly-beta-16 N-acetyl-D-glucosamine synthaseGlycosyl transferase family 2,0
ptsH,phosphocarrier protein HPrPhosphocarrier protein HPrphosphocarrier protein HPrUncharacterized protein conserved in bacteriaphosphocarrier HPr familyPTS HPr component phosphorylation site,1
atpE_2~~~atpH_1~~~atpH_2,IS1239 transposase putativeTransposase and inactivated derivatives IS30 family,1
yesO_1,extracellular solute-binding proteinPutative ABC transporter substrate-binding protein yesOMaltose-binding periplasmic proteins/domainscarbohydrate ABC transporter substrate-binding protein CPR_0540 familyBacterial extracellular solute-binding protein,1
group_4991,hypothetical protein,0
group_1495,hypothetical protein,0
cbp9_2~~~lytA_7~~~cbp9~~~toxA~~~lytA_1~~~lytA_3~~~toxB~~~cbpJ_3~~~lytA_4~~~lytA_5~~~cbpJ_1~~~lytA_2~~~toxA_1~~~cbp9_1~~~cbpJ_5,choline-binding protein FToxin Aglucan-binding repeatPutative cell wall binding repeat,1
group_2961,hypothetical protein,1
pphA_1~~~pphA_2~~~pphA,serine/threonine protein phosphatase,1
atpB_2~~~atpB_1~~~glgB_1,transposaseF-ATPase subunit 6F0F1 ATP synthase subunit ATransposase and inactivated derivatives IS30 familyATP synthase F0 A subunitATP synthase A chain,1
rny_1~~~~~~rny,putative HD superfamily hydrolaseRibonuclease Yhypothetical proteinPredicted HD superfamily hydrolaseconserved hypothetical protein YmdA/YtgFDomain of unknown function (DUF3552),1
group_4484,flavin reductaseNADPH azoreductasePredicted flavoproteinNADPH-dependent FMN reductase,1
ybbL~~~bmrA_2~~~~~~msbA_3~~~bmrA~~~msbA_1,ABC transporter ATP-binding protein,1
group_4965,IS1381 transposase OrfA,0
pepX,IS1239 transposaseTransposase and inactivated derivatives IS30 familyTransposase IS116/IS110/IS902 family,1
glpK_1~~~glpK,glycerol kinaseGlycerol kinaseglycerol kinasePentose-5-phosphate-3-epimeraseglycerol kinaseFGGY family of carbohydrate kinases N-terminal domain,1
hsdS_2~~~hsdS_3~~~hsdS_1~~~hsdS,type I site-specific deoxyribonuclease chain SType I restriction enzyme EcoKI specificity proteinEcoKI restriction-modification system protein HsdSType I restriction modification DNA specificity domain,1
ecfA1_1,ABC transporter ATP-binding proteinEnergy-coupling factor transporter ATP-binding protein EcfA1cobalt transporter ATP-binding subunitABC-type transport system involved in Fe-S cluster assembly ATPase componentphosphate ABC transporter ATP-binding proteinABC transporter,0
comE,response regulatorAccessory gene regulator protein Aputative two-component response-regulatory protein YehTResponse regulator of the LytR/AlgR familyLytTr DNA-binding domain,1
group_2198,putative metal-dependent membrane protease,1
galT_1~~~galT,galactose-1-phosphate uridylyltransferasegalactose-1-phosphate uridylyltransferaseGalactose-1-phosphate uridyltransferasegalactose-1-phosphate uridylyltransferase,1
treC_1~~~treC_2~~~treC,alphaalpha-phosphotrehalaseTrehalose-6-phosphate hydrolasetrehalose-6-phosphate hydrolaseMaltooligosyl trehalose synthasealphaalpha-phosphotrehalaseAlpha amylase catalytic domain,1
cglA~~~cglA_1,competence proteinType II secretory pathway ATPase PulE/Tfp pilus assembly pathway ATPase PilB,1
group_585,hypothetical protein,1
potH~~~cysW~~~ydcU~~~modB~~~potH_1,Fe3+ ABC transporter permeaseInner membrane ABC transporter permease protein ydcUmolybdate ABC transporter permease proteinABC-type uncharacterized transport system permease componentputative 2-aminoethylphosphonate ABC transporter permease proteinBinding-protein-dependent transport system inner membrane component,1
group_1836,transposase,1
group_1630,shikimate kinase,0
group_175,3-ketoacyl-ACP reductaseProtein of unknown function (DUF1642),0
yhgF,S1 RNA-binding domain-containing proteinhypothetical protein30S ribosomal protein S1ribosomal protein S1Helix-hairpin-helix motif,1
group_4468,integral membrane proteinSPFH domain / Band 7 family,1
group_1905,transposaseTransposase,0
yycG_2~~~yycG_1~~~yycG~~~tcrY~~~baeS,signal transduction histidine kinaseSensor histidine kinase YycGsensory histidine kinase CreCSignal transduction histidine kinase nitrogen specificphosphate regulon sensor kinase PhoRHistidine kinase- DNA gyrase B- and HSP90-like ATPase,0
group_2727,phage proteinconjugal transfer protein TrbAHelix-turn-helix domain,0
group_270,2-isopropylmalate synthaseHomocitrate synthasetrans-homoaconitate synthaseIsopropylmalate/homocitrate/citramalate synthaseshomocitrate synthaseHMGL-like,0
dsbD_2,cytochrome c-type biogenesis protein CcdAThiol:disulfide interchange protein DsbD precursorthiol:disulfide interchange protein precursorThiol:disulfide interchange proteinCytochrome C biogenesis protein transmembrane region,0
group_1231,integral membrane proteinconserved hypothetical proteinVIT family,1
tsf_2~~~tsf_1~~~tsf,elongation factor TsElongation factor Tselongation factor TsTranslation elongation factor Tstranslation elongation factor TsElongation factor TS,1
iga~~~igA~~~zmpD_2~~~zmpA~~~igA_2~~~iga_3~~~zmpD~~~zmpB_3~~~zmpB_1~~~zmpB_2~~~zmpB_4~~~iga_2~~~iga_4~~~zmpA_2~~~zmpA_1~~~iga_1~~~igA_1~~~iga_5~~~iga_6,immunoglobulin A1 proteaseImmunoglobulin A1 protease precursorUncharacterized protein conserved in bacteriagram-positive signal peptide YSIRK familyG5 domain,0
group_3786,Pneumococcal histidine triad proteinstreptococcal histidine triad protein,0
bltD~~~yjaB~~~bltD_2~~~bltD_3~~~bltD_1,acetyltransferase gnat familySpermine/spermidine acetyltransferaseputative acetyltransferasePredicted acetyltransferaseribosomal-protein-alanine acetyltransferaseAcetyltransferase (GNAT) family,1
fabG,3-oxoacyl-ACP reductase3-oxoacyl-[acyl-carrier-protein] reductase FabG3-ketoacyl-(acyl-carrier-protein) reductaseUncharacterized conserved protein3-oxoacyl-[acyl-carrier-protein] reductaseshort chain dehydrogenase,0
parC_1~~~parC~~~IS861truncation_1~~~IS861truncation_3~~~IS861truncation_2~~~dinP_1,transposase-like protein ISSpn1 ISSpn3,1
group_2538,adenylosuccinate lyaseflagellar assembly protein HEssential protein Yae1 N terminal,0
group_605,cytoplasmic protein,0
iga~~~igA~~~zmpD_2~~~zmpA~~~igA_2~~~iga_3~~~zmpD~~~zmpB_3~~~zmpB_1~~~zmpB_2~~~zmpB_4~~~iga_2~~~iga_4~~~zmpA_2~~~zmpA_1~~~iga_1~~~igA_1~~~iga_5~~~iga_6,zinc metalloproteaseImmunoglobulin A1 protease precursorUncharacterized protein conserved in bacteriaM26 IgA1-specific Metallo-endopeptidase C-terminal region,0
group_1836,IS1239 transposaseTransposase and inactivated derivatives IS30 family,1
cbpA~~~pspA~~~lytA_1~~~pspA_2~~~lytB_1~~~pspC~~~cbpA_2~~~lytA_7~~~lytB_5~~~cbpA_1~~~lytB_4~~~lytA_5~~~bag_1~~~pspC2~~~pspA_1~~~lytB_2~~~lytA_4~~~lytA_2~~~bag~~~lytA_8~~~lytB_3~~~lytA_3~~~~~~toxA_2~~~pspC_2~~~rmlD_1~~~rmlD_2~~~rmlD,surface protein PspC,1
group_3093,membrane proteinProtein of unknown function (DUF1211),0
ccpA_1~~~degA_1~~~degA_2,transcriptional regulatorCatabolite control proteinDNA-binding transcriptional regulator CytRcatabolite control protein A,1
group_384,transcriptional regulatortranscriptional regulator y4mF familyHelix-turn-helix,1
hpaIIM_2~~~~~~spxA_6~~~spxA_2~~~spxA_5,putative CAAX amino terminal proteaseModification methylase HpaIIDNA cytosine methylaseDNA (cytosine-5-)-methyltransferaseC-5 cytosine-specific DNA methylase,1
rsuA1_1~~~rsuA1~~~rsuA1_2,ribosomal small subunit pseudouridine synthase ARibosomal large subunit pseudouridine synthase B16S rRNA pseudouridylate synthase Apseudouridine synthaseS4 domain,1
group_2313,transposase ISSmi4,1
blaSE~~~lytA_3~~~srtA_1~~~lytA_2~~~lytA_5~~~blaSE_1~~~lytA_1,choline binding protein GV8-like Glu-specific endopeptidase,1
lytA_4~~~~~~lytA_5~~~lytA_2~~~lytA_3~~~lytA_6~~~lytA_1~~~lytA_7,hypothetical protein,1
yhbU_1~~~yhbU_2~~~yhbU_3,peptidase U32 familyCollagenase and related proteasesPeptidase family U32,1
group_2374,thioesteraseAcyl-coenzyme A thioesterase PaaIUncharacterized protein possibly involved in aromatic compounds catabolismphenylacetic acid degradation protein PaaDThioesterase superfamily,1
ulaA_3~~~ulaA_1,PTS system ascorbate-specific transporter subunit IICAscorbate-specific PTS system EIIC componentPTS system ascorbate-specific transporter subunit IICPhosphotransferase system galactitol-specific IIB componentPTS system sugar-specific permease component,1
gatC_1~~~gatC_3~~~gatC_2~~~rplK_2~~~rplK_1,PTS system transporter subunit IIAPTS system galactitol-specific transporter subunit IIAPTS system fructose subfamily IIA componentPhosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 2,1
pinR_2~~~pinR,resolvase family site-specific recombinaseTransposase and inactivated derivativesResolvase N terminal domain,0
group_4746,accessory secretory protein Asp1preprotein translocase subunit SecYaccessory Sec system protein Asp1Domain of unknown function (DUF1975),0
group_2449,rhodanese-like domain-containing proteinThiosulfate sulfurtransferase glpEmolybdopterin biosynthesis protein MoeBUncharacterized conserved proteintRNA 2-selenouridine synthaseRhodanese-like domain,1
group_292,hypothetical protein,1
group_1834,hypothetical protein,0
group_3728,Minor capsid protein,0
rlmH,rRNA large subunit methyltransferaseRibosomal RNA large subunit methyltransferase HrRNA large subunit methyltransferaseUncharacterized conserved proteinrRNA large subunit m3Psi methyltransferase RlmHPredicted SPOUT methyltransferase,1
thiQ~~~proV_2~~~thiQ_2~~~ecfA1_2~~~potA_2,ABC transporter ATP-binding proteinEnergy-coupling factor transporter ATP-binding protein EcfA 1cobalt transporter ATP-binding subunitABC-type uncharacterized transport system periplasmic componentphosphonate ABC transporter ATP-binding protein,1
group_2702,phosphopantothenate--cysteine ligasephosphopantothenate--cysteine ligasePhosphopantothenoylcysteine synthetase/decarboxylasephosphopantothenate--cysteine ligaseDNA / pantothenate metabolism flavoprotein,1
gatC_3~~~gatC_2,PTS system IIC component GatCgalactitol-specific IIC componentPTS system galactitol-specific EIIC componentPTS system galactitol-specific IIC componentPTS system sugar-specific permease component,0
group_2596,serine/threonine protein phosphatasediadenosine tetraphosphataseCalcineurin-like phosphoesterase,1
ycjO_2~~~ycjO_3,ABC transporter permeaseInner membrane ABC transporter permease protein ycjOABC-type polysaccharide transport system permease componentBinding-protein-dependent transport system inner membrane component,1
group_2382,ABC transporter ATP-binding proteinUncharacterized ABC transporter ATP-binding protein HI_1252antimicrobial peptide ABC system ATP-binding protein SapFABC-type uncharacterized transport system ATPase componentdaunorubicin resistance ABC transporter ATP-binding protein,0
group_2081,hypothetical protein,0
group_4772,competence proteinCompetence proteinCompetence protein CoiA-like family,1
group_2782,hypothetical protein,1
pepF1_1~~~IS1381truncation,transposase-like protein IS1381 ISSpn7,1
group_343,Glycosyl transferase family 2,0
group_2144,ABC transporter permeaeABC-type uncharacterized transport system permease componentProtein of unknown function (DUF990),1
group_2829,hypothetical protein,0
group_2585,nucleotide-binding proteinhemin importer ATP-binding subunitABC-type transport system involved in cytochrome c biogenesis ATPase componentheme ABC exporter ATP-binding protein CcmA,1
group_1427,hypothetical protein,0
group_1417,hypothetical protein,0
zmpA~~~iga_4~~~iga_5~~~iga_3~~~igA~~~iga_2~~~igA_1~~~~~~iga_1,IgA1 proteaseImmunoglobulin A1 protease precursorM26 IgA1-specific Metallo-endopeptidase C-terminal region,0
group_2324,Tn5253 hypothetical proteinType IV secretory pathway VirB4 componentstype-IV secretion system protein TraCAAA-like domain,0
pezT_1~~~IS861truncation_1,degenerate transposase (orf2),1
group_932,hypothetical protein,0
group_59,Tn5253 hypothetical protein,1
group_3699,hypothetical protein,0
group_603,transcriptional regulatortranscriptional repressor DicAPredicted transcriptional regulatorHelix-turn-helix,1
sau3AIR,restriction enzymeType-2 restriction enzyme Sau3AIDNA mismatch repair proteinDNA mismatch repair proteinDNA mismatch repair endonuclease MutHDNA mismatch repair enzyme MutH,1
tetA~~~pmrA~~~~~~bmr3,multi-drug resistance efflux pumpMetal-tetracycline/H(+) antiporterdrug efflux system protein MdtGArabinose efflux permeasemultidrug resistance proteinMajor Facilitator Superfamily,0
banIM~~~hhaIM_2~~~hhaIM,type II DNA modification methyltransferaseModification methylase BanIDNA cytosine methylaseDNA (cytosine-5-)-methyltransferaseC-5 cytosine-specific DNA methylase,0
IntTn_2~~~IntTn~~~IntTn_1~~~~~~IntTn_3,Integrase,0
ycjO_5~~~~~~ycjO_2~~~ycjO_4~~~ugpA_2~~~ycjO_3,ABC transporter permease SP1689,1
group_1131,transposaseTransposase DDE domain,1
